Title,Tag
PlayStation_3,Unk
Law_of_the_United_States,Unk
Mali,Unk
Rain,Unk
Bishop,Unk
Guatemala,Unk
Jane_Austen,Unk
Bosnia_and_Herzegovina,Unk
Road,Unk
International_Space_Station,Unk
Bone,Unk
Delta_Air_Lines,Unk
First_Lady_of_the_United_States,Unk
Vampire,Unk
Pharmaceutical,Unk
Food_and_Drug_Administration,Unk
American_War_of_Independence,Unk
South_Park,Unk
Biological_classification,Unk
Blockbuster_(entertainment),Unk
Climate,Unk
Sierra_Nevada_(U.S.),Unk
Thermodynamics,Unk
Casino,Unk
Science_and_technology_in_Japan,Unk
Pittsburgh,Unk
Steel,Unk
Homicide,Unk
Laptop,Unk
Methamphetamine,Unk
Calendar,Unk
French_Open,Unk
Environmental_issues_in_the_United_States,Unk
Electronic_game,Unk
Reality_television,Unk
Dubai,Unk
Academy_Award_for_Best_Actor,Unk
Sodium,Unk
Entertainment,Unk
Emo,Unk
Stephen_King,Unk
Member_state_of_the_European_Union,Unk
Galaxy,Unk
Rice,Unk
Camera,Unk
Paramount_Pictures,Unk
List_of_airlines_of_the_United_States,Unk
Apollo_11,Unk
Ant,Unk
Insect,Unk
Video_games,Unk
Crack_cocaine,Unk
U2,Unk
Media_(communication),Unk
Salt,Unk
David_Bowie,Unk
Electric_current,Unk
Canadians,Unk
American_popular_music,Unk
Central_nervous_system,Unk
Racism,Unk
Santa_Claus,Unk
Neuroscience,Unk
Pneumonia,Unk
Asian_people,Unk
Ethnic_group,Unk
Love,Unk
Amateur_wrestling,Unk
Electronic_Arts,Unk
Thirteen_Colonies,Unk
Twitter,Unk
Summer_Olympic_Games,Unk
Donald_Trump,Unk
Robot,Unk
Senegal,Unk
Musical_genre,Unk
Film_director,Unk
Chess,Unk
Mesopotamia,Unk
Insurance,Unk
Federal_Bureau_of_Investigation,Unk
Canadian,Unk
Slavery,Unk
Wii,Unk
Mammalogy,Unk
Tim_Berners_Lee,Unk
Protestant_Reformation,Unk
Cleveland_Ohio,Unk
Gambling,Unk
Bangalore,Unk
Antibiotic,Unk
Muhammad,Unk
Bristol,Unk
Comcast,Unk
Nature,Unk
Coal,Unk
Sarah_Palin,Unk
Blog,Unk
Organic_compound,Unk
Buddhism_in_the_United_States,Unk
Cricket,Unk
United_States_Australia_relations,Unk
Marketing,Unk
Boston_Red_Sox,Unk
Tree,Unk
Sexual_reproduction,Unk
C_(programming_language),Unk
Brad_Pitt,Unk
Caroline_Kennedy,Unk
Greek_alphabet,Unk
Snoop_Dogg,Unk
Popular_culture,Unk
Space,Unk
Lisbon,Unk
Amino_acid,Unk
Irish_language,Unk
Mountain_View_California,Unk
Nile,Unk
Papua_New_Guinea,Unk
Media_of_the_United_Kingdom,Unk
Mercury_(planet),Unk
Homer,Unk
Kingdom_of_Prussia,Unk
Desert,Unk
Italian_American,Unk
Germanic_peoples,Unk
Los_Angeles_Lakers,Unk
Microbiology,Unk
Pluto,Unk
Automotive_industry,Unk
Territories_of_the_United_States,Unk
Phonograph,Unk
Google_Search,Unk
Watergate_scandal,Unk
School,Unk
Musical_theatre,Unk
Neil_Armstrong,Unk
Monaco,Unk
History_of_China,Unk
Chordate,Unk
Torture,Unk
Heaven,Unk
Birth_control,Unk
Teenage_pregnancy,Unk
List_of_sovereign_states,Unk
Japanese_popular_culture,Unk
ABBA,Unk
Amtrak,Unk
City,Unk
Languages_of_Europe,Unk
Palestine,Unk
Oprah_Winfrey,Unk
Space_exploration,Unk
Chernobyl_disaster,Unk
Confucianism,Unk
Cartoon,Unk
Brooklyn_New_York,Unk
Molecule,Unk
Recreational_drug_use,Unk
Wheat,Unk
Enzyme,Unk
Giraffe,Unk
Foreign_relations_of_the_United_States,Unk
International_Statistical_Classification_of_Diseases_and_Related_Health_Problems,Unk
Time,Unk
Golden_Gate_Bridge,Unk
List_of_English_monarchs,Unk
Costa_Rica,Unk
Kiss_(band),Unk
Buenos_Aires,Unk
Alchemy,Unk
Roman_Catholicism_in_the_United_States,Unk
Addiction,Unk
Mark_Twain,Unk
Record_label,Unk
Cincinnati,Unk
Joseph_Stalin,Unk
Fungi,Unk
South_China_Sea,Unk
Muhammad_Ali,Unk
Web_page,Unk
CNN,Unk
Copenhagen,Unk
Speed_of_light,Unk
Italian_cuisine,Unk
Parliament_of_the_United_Kingdom,Unk
New_South_Wales,Unk
Mixed_martial_arts,Unk
Social_psychology,Unk
Norse_mythology,Unk
Robert_F._Kennedy,Unk
Spacetime,Unk
Slavery_in_the_colonial_United_States,Unk
Substance_abuse,Unk
Yankee_Stadium,Unk
Gasoline,Unk
South_India,Unk
Germany_national_football_team,Unk
Green_Day,Unk
Roman_Emperor,Unk
Palo_Alto_California,Unk
Havana,Unk
Ancient_Greek_language,Unk
Academy_Award_for_Best_Picture,Unk
Tupac_Shakur,Unk
Police,Unk
Warship,Unk
Vertebrate,Unk
United_States_Secretary_of_Defense,Unk
Breast_cancer,Unk
Bond_(finance),Unk
Boeing,Unk
Blood_type,Unk
Brown_bear,Unk
British_Broadcasting_Corporation,Unk
Crusades,Unk
Pollution,Unk
East_India_Company,Unk
United_Airlines,Unk
Romeo_and_Juliet,Unk
Queensland,Unk
Central_bank,Unk
Compton_California,Unk
Sea,Unk
Kingdom_of_Scotland,Unk
Chinese_culture,Unk
Executive_(government),Unk
Philosopher,Unk
Fantasy,Unk
Inflammation,Unk
Lithuania,Unk
Sun_Microsystems,Unk
Distilled_beverage,Unk
2000s_in_film,Unk
Magnesium,Unk
Asteroid,Unk
North_Atlantic,Unk
Wildlife,Unk
British_colonization_of_the_Americas,Unk
Beijing_Capital_International_Airport,Unk
Earth_science,Unk
Joseph_Priestley,Unk
Reggae,Unk
Diana_Princess_of_Wales,Unk
Passenger_vehicles_in_the_United_States,Unk
Health_insurance,Unk
Malware,Unk
US_Airways,Unk
Cambridge,Unk
Official_language,Unk
Russian_Federation,Unk
Cleveland,Unk
Research_university,Unk
Honolulu,Unk
Church_of_Scientology,Unk
Flower,Unk
Balkans,Unk
Construction,Unk
Sega,Unk
Milan,Unk
Eric_Clapton,Unk
Gmail,Unk
Ubuntu_(operating_system),Unk
Agnosticism,Unk
EBay,Unk
Home_computer,Unk
Lee_Harvey_Oswald,Unk
Song,Unk
Game_theory,Unk
Megadeth,Unk
Bucharest,Unk
Musician,Unk
Existentialism,Unk
Austin_Texas,Unk
Computer_virus,Unk
Supernatural,Unk
Dictionary,Unk
Immanuel_Kant,Unk
Metabolism,Unk
Tornado,Unk
World_Bank,Unk
Space_Shuttle,Unk
Action_film,Unk
Infant_mortality,Unk
Violence,Unk
Copyright,Unk
Aeroméxico,Unk
History_of_the_United_States_(1945–64),Unk
Star_Wars_Episode_IV:_A_New_Hope,Unk
2003_invasion_of_Iraq,Unk
Futurama,Unk
Mike_Tyson,Unk
Machine,Unk
System,Unk
Bear,Unk
Mafia,Unk
Philosophical,Unk
Jackie_Chan,Unk
Meat,Unk
Indonesian_language,Unk
Cigarette,Unk
Prince_(musician),Unk
Simplified_Chinese_characters,Unk
Cannabis,Unk
Dutch_East_Indies,Unk
Federal_republic,Unk
Risk_factor,Unk
Dracula,Unk
Recession,Unk
Classical_antiquity,Unk
Tanzania,Unk
Phoenix_Arizona,Unk
Storytelling,Unk
New_World,Unk
Heart_failure,Unk
Breakfast,Unk
Potato,Unk
Michael_Faraday,Unk
Interest,Unk
Electric_motor,Unk
Visual_art_of_the_United_States,Unk
James_Bond_in_film,Unk
Pope_Benedict_XVI,Unk
United_States_armed_forces,Unk
Soap_opera,Unk
Time_zone,Unk
The_Who,Unk
Feminism,Unk
World_Trade_Organization,Unk
Music_video,Unk
Hillary_Clinton,Unk
Card_game,Unk
Sodium_chloride,Unk
Steve_Jobs,Unk
Philosophy_of_science,Unk
Grunge,Unk
Archaeology,Unk
English_Channel,Unk
Mount_Olympus,Unk
Sikhism,Unk
Genocide,Unk
Pembroke_College_Oxford,Unk
Pie,Unk
World_Trade_Center_(1973–2001),Unk
Ted_Kennedy,Unk
History_of_Europe,Unk
Psychosis,Unk
LGBT,Unk
Child,Unk
E_mail_spam,Unk
Photosynthesis,Unk
Mecca,Unk
President_of_Russia,Unk
Lyndon_B._Johnson,Unk
Mass_murder,Unk
German_Reich,Unk
Amazon.com,Unk
Computer_data_storage,Unk
Air_Force_One,Unk
Tiger_Woods,Unk
Google_Earth,Unk
Laser,Unk
Nobel_Prize_in_Literature,Unk
Application_software,Unk
New_Hampshire,Unk
History_of_film,Unk
New_Delhi,Unk
Fiji,Unk
Machine_gun,Unk
Aerosmith,Unk
Pixar,Unk
CERN,Unk
Austrian_Empire,Unk
Lyon,Unk
Cuban_Missile_Crisis,Unk
Magnetic_field,Unk
Myocardial_infarction,Unk
East_Germany,Unk
Diazepam,Unk
Fertilization,Unk
undefined,Unk
Aircraft_carrier,Unk
United_states,Unk
Odyssey,Unk
Meteorology,Unk
Economy_of_India,Unk
Salt_Lake_City,Unk
Chinese_calendar,Unk
Sulfur,Unk
Discrimination,Unk
San_Diego_Zoo,Unk
Bleach_(manga),Unk
Georgetown_University,Unk
Fixed_wing_aircraft,Unk
U.S._State,Unk
Modern_physics,Unk
Coronary_artery_disease,Unk
Lost_(disambiguation),Unk
David_Beckham,Unk
Robotics,Unk
Bread,Unk
Chlorine,Unk
Black_Death,Unk
History_of_the_United_Kingdom,Unk
Nicaragua,Unk
Maldives,Unk
Carnivora,Unk
Swastika,Unk
Stan_Lee,Unk
Tea,Unk
Bipolar_disorder,Unk
Ancient_history,Unk
Volleyball,Unk
Insulin,Unk
Colosseum,Unk
Anemia,Unk
Fetus,Unk
Volcano,Unk
Pineapple,Unk
Dance,Unk
Centers_for_Disease_Control_and_Prevention,Unk
Horn_of_Africa,Unk
Vincent_van_Gogh,Unk
John_Wayne,Unk
Manchester_United_F.C.,Unk
Spacecraft,Unk
Volkswagen,Unk
Easter,Unk
Wayne_Gretzky,Unk
Barbados,Unk
Science_and_technology_in_Germany,Unk
Leonardo_DiCaprio,Unk
People_of_the_United_States,Unk
Radiohead,Unk
Martin_Luther,Unk
Black_hole,Unk
File_sharing,Unk
Cell_cycle,Unk
Mass,Unk
Leprosy,Unk
Hell,Unk
Giant_panda,Unk
Christians,Unk
Canadian_Rockies,Unk
Che_Guevara,Unk
Pharmacology,Unk
Morphine,Unk
Chemical_reaction,Unk
Aluminium,Unk
Nero,Unk
West_Bank,Unk
Theatre,Unk
Bon_Jovi,Unk
Red_blood_cell,Unk
Northern_Mariana_Islands,Unk
Medical_school,Unk
Sony_Computer_Entertainment,Unk
Blue,Unk
Claudius,Unk
Pacific_War,Unk
McDonald's,Unk
Ku_Klux_Klan,Unk
Menlo_Park_California,Unk
Italian_Peninsula,Unk
Greater_Manchester,Unk
Writing_system,Unk
Democratic_Republican_Party,Unk
First_World_War,Unk
Satan,Unk
String_theory,Unk
Folklore,Unk
British_North_America,Unk
Palestinian_people,Unk
Western_philosophy,Unk
Sudan,Unk
Guantanamo_Bay_detention_camp,Unk
Vehicle,Unk
Human_being,Unk
G20,Unk
Heat,Unk
New_York_Knicks,Unk
East_Africa,Unk
Texas_Department_of_Transportation,Unk
Francis_Ford_Coppola,Unk
Ear,Unk
Helium,Unk
Bob_Marley,Unk
Psychedelic_rock,Unk
Lesbian,Unk
MP3,Unk
Major_film_studio,Unk
Black_Sea,Unk
Henry_VIII_of_England,Unk
Pi,Unk
Piano,Unk
Missouri_River,Unk
Coca_Cola,Unk
Classical_Hollywood_cinema,Unk
Lightning,Unk
The_X_Files,Unk
Paleontology,Unk
Political_parties_in_the_United_States,Unk
Seven_deadly_sins,Unk
Wasabi,Unk
Sound_film,Unk
Cuba_–_United_States_relations,Unk
United_States_Department_of_Justice,Unk
Vitamin_C,Unk
Algorithm,Unk
Final_Fantasy,Unk
Socrates,Unk
Vacuum,Unk
Winter_Olympic_Games,Unk
Energy_in_the_United_States,Unk
Human_geography,Unk
Rwanda,Unk
Engine,Unk
Calcium,Unk
Broadcasting,Unk
Catholic,Unk
Portal:United_States,Unk
Sport_in_the_United_Kingdom,Unk
Right__and_left_hand_traffic,Unk
Edwin_Hubble,Unk
Harrowing_of_Hell,Unk
Anti_submarine_warfare,Unk
Real_Madrid_C.F.,Unk
Who_is_a_Jew?,Unk
Charles_Manson,Unk
Extraterrestrial_life,Unk
Cornwall,Unk
Kindergarten,Unk
Satellite_television,Unk
The_Pentagon,Unk
Breast,Unk
Digital_media,Unk
Guns_N'_Roses,Unk
Niagara_Falls_New_York,Unk
North_Pole,Unk
Friedrich_Nietzsche,Unk
Analgesic,Unk
Aspirin,Unk
Pain,Unk
Burger_King,Unk
Fictional_character,Unk
Force,Unk
HBO,Unk
African_American_music,Unk
Polynesia,Unk
Law_enforcement_in_the_United_States,Unk
Opioid,Unk
Miami_Florida,Unk
Europe_(band),Unk
Musculoskeletal_disorder,Unk
Vodka,Unk
Pornography,Unk
Violin,Unk
Silver,Unk
Belize,Unk
Saint_Peter,Unk
Economy_of_Peru,Unk
Jehovah's_Witnesses,Unk
Sierra_Leone,Unk
Hoover_Dam,Unk
Pizza,Unk
Library_of_Congress,Unk
Colin_Powell,Unk
Function_(mathematics),Unk
Seattle_Washington,Unk
United_States_Virgin_Islands,Unk
Electric_charge,Unk
Engineer,Unk
Book_of_Revelation,Unk
Tourism,Unk
Human_behavior,Unk
Scotch_whisky,Unk
British_India,Unk
Clothing,Unk
Emperor_of_Japan,Unk
Internet_slang,Unk
Commander_in_chief,Unk
Las_Vegas_Valley,Unk
Snake,Unk
Diabetes_mellitus,Unk
Celts,Unk
Minato_Tokyo,Unk
John_F._Kennedy_International_Airport,Unk
Janis_Joplin,Unk
The_Doors,Unk
XML,Unk
Margaret_Thatcher,Unk
Netbook,Unk
Benito_Mussolini,Unk
Health_insurance_in_the_United_States,Unk
Rum,Unk
Alexandria,Unk
Finance,Unk
River,Unk
Universal_Studios,Unk
Academic_degree,Unk
Flag_of_the_United_States,Unk
Plantae,Unk
Integer,Unk
Playboy,Unk
Magazine,Unk
Airport,Unk
Oakland_California,Unk
California_Institute_of_Technology,Unk
Portland_Maine,Unk
Online_game,Unk
J._R._R._Tolkien,Unk
Marine_biology,Unk
Western_Hemisphere,Unk
North_East_England,Unk
Coloma_California,Unk
Condoleezza_Rice,Unk
Stomach,Unk
Nas,Unk
Monarchy,Unk
Woodrow_Wilson,Unk
Natural_environment,Unk
Ethernet,Unk
Abortion_in_the_United_States,Unk
Invention_of_the_telephone,Unk
Anarchism,Unk
Globalization,Unk
Ron_Paul,Unk
Hartford_Connecticut,Unk
Time_Warner,Unk
Eastern_United_States,Unk
Diocese_of_Rome,Unk
Republic_of_India,Unk
Communes_of_France,Unk
Yorkshire,Unk
Indian_(disambiguation),Unk
Software_engineering,Unk
Late_2000s_recession,Unk
Television_in_the_United_Kingdom,Unk
British_cuisine,Unk
Leukemia,Unk
Smoking,Unk
Duke_University,Unk
General_relativity,Unk
Free_software,Unk
Soybean,Unk
Coldplay,Unk
Family_Guy,Unk
Omaha_Nebraska,Unk
Weather,Unk
Alcoholic_beverages,Unk
Atlanta_Georgia,Unk
Cinema_of_India,Unk
New_York_NY,Unk
Boston_Massachusetts,Unk
Motorcycle,Unk
Indie_rock,Unk
Encyclopedia,Unk
Ralph_Waldo_Emerson,Unk
US_Open_(tennis),Unk
Michelangelo,Unk
Greek_mathematics,Unk
United_States_National_Library_of_Medicine,Unk
Irvine_California,Unk
Prohibition,Unk
Sacred,Unk
Satire,Unk
War_on_Drugs,Unk
Water_pollution,Unk
Demographics_of_the_United_States,Unk
Autism,Unk
Eye,Unk
Blizzard_Entertainment,Unk
Insomnia,Unk
Silk,Unk
Oxycodone,Unk
Supercomputer,Unk
Red,Unk
College_football,Unk
Music_of_India,Unk
Chemical_bond,Unk
Protestant,Unk
Pacific_Northwest,Unk
American_classical_music,Unk
Battleship,Unk
Rio_de_Janeiro,Unk
Earth's_atmosphere,Unk
Grand_Theft_Auto_IV,Unk
Grateful_Dead,Unk
Magnetic_resonance_imaging,Unk
Janet_Jackson,Unk
Governor_of_Hong_Kong,Unk
Crunk,Unk
Coastal_California,Unk
Silk_Road,Unk
Chicago_Cubs,Unk
UNESCO,Unk
Ted_Williams,Unk
Van_Halen,Unk
Zinc,Unk
Helsinki,Unk
Hannah_Montana,Unk
Chronic_obstructive_pulmonary_disease,Unk
Multinational_corporation,Unk
Han_Chinese,Unk
Ceres_(dwarf_planet),Unk
Constitution,Unk
Antidepressant,Unk
National_language,Unk
X_ray,Unk
New_France,Unk
Same_sex_marriage,Unk
Biophysics,Unk
Physical_science,Unk
Mayor,Unk
Computer_multitasking,Unk
Theoretical_physicist,Unk
Floppy_disk,Unk
Neurology,Unk
Hulk_Hogan,Unk
Taj_Mahal,Unk
Inflation,Unk
Malta,Unk
Southern_Hemisphere,Unk
Dementia,Unk
Nokia,Unk
Visual_arts,Unk
Mental_health,Unk
Gaza_(disambiguation),Unk
The_Big_Bang_Theory,Unk
Diesel_engine,Unk
Manila,Unk
Organization,Unk
Uzbekistan,Unk
African_Americans,Unk
Human_Development_Index,Unk
Train,Unk
Muslim_world,Unk
Credit_card,Unk
AOL_Instant_Messenger,Unk
Public_transport,Unk
Björk,Unk
Budapest,Unk
Prison,Unk
War_on_Terrorism,Unk
Astronaut,Unk
Consciousness,Unk
Genghis_Khan,Unk
Moses,Unk
Indianapolis,Unk
Dartmouth_College,Unk
Silent_film,Unk
Alfred_Hitchcock,Unk
Aesthetics,Unk
History_of_Japan,Unk
Rocket,Unk
McComb_Mississippi,Unk
American_and_British_English_spelling_differences,Unk
Motown,Unk
Tomato,Unk
Heart_disease,Unk
Flash_memory,Unk
FIFA_World_Cup,Unk
Natural_gas,Unk
Metro_Goldwyn_Mayer,Unk
Western_Australia,Unk
Cell_nucleus,Unk
Homosexuality,Unk
Consumer_electronics,Unk
Rugby_league,Unk
Australian_rules_football,Unk
Yellowstone_National_Park,Unk
Elton_John,Unk
Kennedy_family,Unk
Rhythm_and_blues,Unk
Berlin_Wall,Unk
Bavaria,Unk
Jimmy_Page,Unk
Voltage,Unk
Samuel_Adams,Unk
Poverty,Unk
Zodiac,Unk
Lymphoma,Unk
Text_messaging,Unk
History_of_Scotland,Unk
Biofuel,Unk
Tasmania,Unk
Hippocrates,Unk
Rakhine_State,Unk
Nashville_Tennessee,Unk
Justicialist_Party,Unk
Diarrhea,Unk
Tucson_Arizona,Unk
Gramophone_record,Unk
Conservatism,Unk
Queen_(band),Unk
Bachelor's_degree,Unk
Russia_(disambiguation),Unk
Incest,Unk
Australian_Open,Unk
Anatomically_modern_humans,Unk
Victoria_(Australia),Unk
Mineral,Unk
Charles_Dickens,Unk
The_Americas,Unk
Internal_combustion_engine,Unk
List_of_companies_of_the_United_States,Unk
Cinnamon,Unk
Spinal_cord,Unk
Filmmaking,Unk
Navajo_people,Unk
Outline_of_physical_science,Unk
Germany–United_States_relations,Unk
Sufism,Unk
St._Louis_Missouri,Unk
Stonehenge,Unk
Star_Trek,Unk
Fort_Worth_Texas,Unk
Vladimir_Putin,Unk
Happiness,Unk
Blink_182,Unk
Biodiversity,Unk
Berkeley_California,Unk
Incandescent_light_bulb,Unk
Hamlet,Unk
Sean_Connery,Unk
Monty_Python,Unk
Bangkok,Unk
Comedy_film,Unk
Ten_pin_bowling,Unk
Mushroom,Unk
Phishing,Unk
Metric_system,Unk
Road_to_Perdition,Unk
Deity,Unk
United_States_Department_of_Health_and_Human_Services,Unk
Book_of_Genesis,Unk
Borders_of_the_continents,Unk
Jesus_in_Christianity,Unk
Kosovo,Unk
Ringo_Starr,Unk
Desperate_Housewives,Unk
Nunavut,Unk
Eye_color,Unk
Creation_myth,Unk
Justin_Timberlake,Unk
El_Salvador,Unk
Pearl_Jam,Unk
Fever,Unk
Flag_of_India,Unk
Quantum_physics,Unk
Paracetamol,Unk
Tony_Blair,Unk
Mormonism,Unk
Empire_State_Building,Unk
Yugoslavia,Unk
Mayflower,Unk
Silicon,Unk
Constitutional_monarchy,Unk
Extinction,Unk
Quantum_entanglement,Unk
Civil_Rights_Act_of_1964,Unk
Drama_film,Unk
Bicycle,Unk
Yosemite_National_Park,Unk
Johnny_Depp,Unk
War_in_Afghanistan_(2001–present),Unk
Palestinian_territories,Unk
Sushi,Unk
Ferrari,Unk
Fashion,Unk
Chrysler,Unk
Mountain,Unk
Waterboarding,Unk
Television_series,Unk
Anarchy,Unk
Audi,Unk
Pathology,Unk
Snow_leopard,Unk
List_of_countries_by_military_expenditures,Unk
History_of_Germany,Unk
Amazon_River,Unk
New_Deal,Unk
Electronic_dance_music,Unk
Liberalism,Unk
Pearl,Unk
Controlled_Substances_Act,Unk
Political_economy,Unk
University_of_California_Los_Angeles,Unk
Greek_American,Unk
Cruise_ship,Unk
Smithsonian_Institution,Unk
Microsoft_PowerPoint,Unk
Sunshine_Village,Unk
Departments_of_France,Unk
French_cuisine,Unk
Australia–United_States_relations,Unk
Smallville,Unk
Effects_of_global_warming,Unk
Culture_of_India,Unk
Kama_Sutra,Unk
Human_spaceflight,Unk
Early_Christianity,Unk
Spider_Man,Unk
Piracy,Unk
Racism_in_the_United_States,Unk
Audrey_Hepburn,Unk
San_Francisco_49ers,Unk
Computer_security,Unk
Orlando_Florida,Unk
The_Bahamas,Unk
Database,Unk
Hindi,Unk
Rock_and_Roll_Hall_of_Fame,Unk
Miami_Dolphins,Unk
Chocolate,Unk
Des_Moines_Iowa,Unk
Kingdom_of_Ireland,Unk
Diagnostic_and_Statistical_Manual_of_Mental_Disorders,Unk
Internal_Revenue_Code,Unk
Asthma,Unk
Berkshire_Hathaway,Unk
Astronomical_object,Unk
Caucasus_Mountains,Unk
Life_science,Unk
University_of_Sydney,Unk
Lake_Superior,Unk
Northeast_Africa,Unk
Niger,Unk
Clinical_trial,Unk
Sexual_revolution,Unk
John_Kerry,Unk
Chinese_martial_arts,Unk
Christ,Unk
Freddie_Mercury,Unk
Nazism,Unk
Alexander_Graham_Bell,Unk
Microorganism,Unk
Behavior,Unk
Injury,Unk
Moon_landing,Unk
ITunes,Unk
Yemen,Unk
West_Virginia,Unk
Cheese,Unk
Mona_Lisa,Unk
Nation,Unk
Companion_(Doctor_Who),Unk
Sin,Unk
Salmon,Unk
Internet_meme,Unk
Vince_McMahon,Unk
Calgary,Unk
Web_site,Unk
Flora_of_the_United_States,Unk
Chinese_cuisine,Unk
Myth,Unk
Algebra,Unk
Wi_Fi,Unk
List_of_French_monarchs,Unk
Navajo_language,Unk
Miami_metropolitan_area,Unk
Singer,Unk
James_Brown,Unk
The_Chronicles_of_Narnia,Unk
Western_Christianity,Unk
James_Joyce,Unk
Fashion_in_the_United_States,Unk
Conservatism_in_the_United_States,Unk
Diplomacy,Unk
Emperor,Unk
Academy_Award_for_Best_Actress,Unk
Baja_California,Unk
Albania,Unk
Samoa,Unk
Computer_engineering,Unk
Transistor,Unk
Yoga,Unk
Sherlock_Holmes,Unk
Amphetamine,Unk
Jackson_Mississippi,Unk
Colonel_(United_States),Unk
Inner_ear,Unk
Nucleolus,Unk
Mixed_economy,Unk
Standard_Chinese,Unk
Knoxville_Tennessee,Unk
Italic_languages,Unk
Taliban,Unk
Voltaire,Unk
Monarch,Unk
Chelsea_Clinton,Unk
Sitcom,Unk
Rocky_Mountains,Unk
IPod_Touch,Unk
Sicilian_Mafia,Unk
Google_(search_engine),Unk
Open_source_software,Unk
Devil,Unk
Nuclear_reaction,Unk
Imperial_Japanese_Navy,Unk
Rush_Limbaugh,Unk
Founding_Fathers_of_the_United_States,Unk
Military_rank,Unk
War_of_1812,Unk
Nicotine,Unk
Dr._Dre,Unk
Trojan_War,Unk
Music_of_Spain,Unk
Elementary_particle,Unk
Digestion,Unk
C._S._Lewis,Unk
Fuel,Unk
Chinese_zodiac,Unk
Criminal_law,Unk
Economic_bubble,Unk
Central_London,Unk
Concord_Massachusetts,Unk
Great_Recession,Unk
Casablanca_(film),Unk
Mel_Gibson,Unk
Menopause,Unk
Warren_Buffett,Unk
Animated_cartoon,Unk
Karate,Unk
Island,Unk
Traditional_Chinese_medicine,Unk
Developing_country,Unk
Detroit_Michigan,Unk
Gladiator,Unk
San_Diego_California,Unk
Bulgarian_language,Unk
Dell,Unk
Emma_Watson,Unk
Political_science,Unk
Western_(genre),Unk
Design,Unk
Oliver_Stone,Unk
Sleep_disorder,Unk
Slayer,Unk
Dwight_D._Eisenhower,Unk
Techno,Unk
Wright_brothers,Unk
Baptists,Unk
Retail,Unk
French_Polynesia,Unk
BBC_Radio,Unk
Genetically_modified_food,Unk
The_Matrix,Unk
Endangered_species,Unk
Sex,Unk
Intellectual_property,Unk
North_American_Free_Trade_Agreement,Unk
Microsoft_Excel,Unk
Mac_OS,Unk
Same_sex_marriage_in_the_United_States,Unk
Mac_OS_X,Unk
Mozilla_Firefox,Unk
Video_game_genres,Unk
Carbohydrate,Unk
Lead,Unk
Underworld,Unk
Buffalo_New_York,Unk
Football_(soccer),Unk
Al_Gore,Unk
Lima,Unk
Mother_Teresa,Unk
Jay_Z,Unk
Assassination,Unk
Soul,Unk
Unix,Unk
The_Notorious_B.I.G.,Unk
Canadian_Broadcasting_Corporation,Unk
Cattle,Unk
Vietnamese_language,Unk
Henry_Kissinger,Unk
Demographics_of_Greece,Unk
Toddler,Unk
Maya_cuisine,Unk
Europa_(moon),Unk
Cue_sports,Unk
Atlantic_slave_trade,Unk
Central_African_Republic,Unk
United_Nations_member_states,Unk
WALL_E,Unk
Languages_of_the_United_States,Unk
Foreign_policy_of_the_United_States,Unk
Hotmail,Unk
Abraham,Unk
Pandemic,Unk
American_Old_West,Unk
Michelle_Obama,Unk
Winter,Unk
Snow,Unk
World_of_Warcraft,Unk
Ernest_Hemingway,Unk
God_the_Father,Unk
Tool_(band),Unk
Shakira,Unk
Fauna_of_Africa,Unk
Afterlife,Unk
Arithmetic,Unk
Benzodiazepine,Unk
Felony,Unk
Driving_under_the_influence,Unk
Colima,Unk
Algiers,Unk
DNA_sequencing,Unk
State_school,Unk
Frank_Zappa,Unk
United_States_Capitol,Unk
Unemployment,Unk
Head_of_government,Unk
Napoleon_I_of_France,Unk
Spice_Girls,Unk
Julia_Louis_Dreyfus,Unk
Soccer,Unk
Beowulf,Unk
Gerald_Ford,Unk
Polish_language,Unk
List_of_countries_and_outlying_territories_by_total_area,Unk
A_Clockwork_Orange_(film),Unk
Computation,Unk
Los_Angeles_Dodgers,Unk
Botswana,Unk
Electric_power_transmission,Unk
Woman,Unk
Russians,Unk
Atomic_Age,Unk
Secondary_education,Unk
Library,Unk
Salt_(chemistry),Unk
Applied_mathematics,Unk
Timbuktu,Unk
American_people,Unk
Extratropical_cyclone,Unk
Highway,Unk
Ottoman_Turkish_language,Unk
Senate_of_Canada,Unk
Quebec_French,Unk
Napoleon_III,Unk
Computer_graphics,Unk
Digital_television,Unk
George_Clooney,Unk
England_and_Wales,Unk
Christian_revival,Unk
Honey,Unk
United_States_Fish_and_Wildlife_Service,Unk
Philadelphia_Eagles,Unk
Mosque,Unk
Long_Beach_California,Unk
Greenhouse_effect,Unk
Coyote,Unk
Caspian_Sea,Unk
Eiffel_Tower,Unk
DVD_Video,Unk
Hinduism_in_the_United_States,Unk
Santa_Barbara_California,Unk
Culture_of_California,Unk
Latin_alphabet,Unk
Fossil_fuel,Unk
Progressive_rock,Unk
Arabian_Peninsula,Unk
Machu_Picchu,Unk
Dallas_Cowboys,Unk
Narrative,Unk
Harry_Potter_(film_series),Unk
President_of_Ireland,Unk
The_Office_(U.S._TV_series),Unk
House,Unk
Plutonium,Unk
Greater_St._Louis,Unk
Sugarcane,Unk
Apartheid,Unk
Jainism,Unk
Major_professional_sports_leagues_in_the_United_States_and_Canada,Unk
Christian_denomination,Unk
Nuremberg,Unk
